Code,Name,Naics1,Nacis2,Duns,Website
10015,Mapei Corporation,325520,,14-834-5382 - Archived Record,mapei.com
10016,Doric Products Inc,339995,,04-455-0895 - Archived Record,
10017,Seneca North American Coal LLC,212112,,13-358-6615 - Archived Record,
10018,Helena Agri-Enterprises LLC,424910,325180,00-703-6759,helenaagri.com
10019,Intellgent Consmr Holdings LLC,812990,,06-896-9984 - Archived Record,
10020,Fleishman-Hillard Inc,541820,,06-462-2863,fleishmanhillard.com
10021,Nuk USA LLC,322291,,83-020-1237 - Archived Record,
10022,Parkdale Incorporated,313110,,07-911-3319,parkdalemills.com
10023,Chiquita Brands LLC,111339,111320,19-482-2193 - Archived Record,
10024,Long Building Technologies Inc,423730,238220,06-274-4495 - Archived Record,
10025,Boston Foundation Inc,525920,,03-081-1855 - Archived Record,tbf.org
10026,Mayline Investments Inc,337211,337214,00-607-0775,safcoproducts.com
10027,Alliance Laundry Systems LLC,333318,335220,01-857-5493 - Archived Record,ipso.com
10028,Superior Metal Products Inc,332510,332119,00-505-1081,amtrim.com
10029,Sweets From Heaven Usa LP,445292,,09-092-0372 - Archived Record,
10030,Orbitz Worldwide Inc,561510,,80-701-6568 - Archived Record,orbitz.com
10031,Universal Mus Investments Inc,512250,711130,07-943-5355,universalmusic.com
10032,Emerald Coast Utilities Auth,562998,221320,12-242-3668,ecua.fl.gov
10033,Gky Dental Arts Inc,339116,,11-829-1210,gkydentalarts.com
10034,Lpl Financial Holdings Inc,523150,523940,78-882-3016,lpl.com
10035,Musicians Friend Inc,451140,,07-873-7673 - Archived Record,
10036,Taos Ski Valley Inc,487990,459110,04-299-4582,skitaos.com
10037,American Tower Corporation,531110,517111,96-909-4858,americantower.com
10038,Astec America LLC,334419,335999,60-543-8423 - Archived Record,artesyn.com
10039,Liberty Diversified Intl Inc,322211,322130,06-145-6489 - Archived Record,
10040,Kerr Concentrates Inc,311930,311411,00-902-2567 - Archived Record,kerrconcentrates.com
10041,Park Avenue Securities LLC,524130,525110,03-344-1648,parkavenuesecurities.com
10042,Fev North America Inc,611710,541820,18-065-3818 - Archived Record,fev.com
10043,PCA Corrugated and Display LLC,322211,,00-301-1731 - Archived Record,packagingcorp.com
10044,Permian Bsin Regional Plg Comm,925120,,07-079-4805 - Archived Record,
10045,Conklin Company Partners Inc,324122,325311,88-301-0936 - Archived Record,
10046,Backer Ehp Inc,333994,333415,96-963-1584,backerspringfield.com
10047,Fjp Legacy Holdings Inc,811412,,03-075-8259 - Archived Record,
10048,Camp Ramah In New England,721199,,02-732-3489 - Archived Record,
10049,Dean Holding Company,311514,424430,00-510-4815 - Archived Record,deanfoods.com
10050,Curran Group Inc,812112,327120,04-390-7005,currangroup.com
10051,Einfochips Inc,541511,541512,14-957-9901 - Archived Record,
10052,Sanveo Inc,541340,,00-510-4832 - Archived Record,sanveo.com
10053,Maxum Enterprises LLC,424710,424720,07-981-1123 - Archived Record,pilotthomas.com
10054,Olympic Steel Inc,423510,,00-886-1627,olysteel.com
10055,Western Tile & MBL Contrs Inc,238340,238330,02-748-4534,westerntile.com
10056,Bbu Inc,311812,,80-878-7733,bimbobakeriesusa.com
10057,Option Care Health Inc,621610,623311,95-712-6931,optioncarehealth.com
10058,Waterville Township,921110,,83-250-9137 - Archived Record,
10059,Star Group LP,238220,424720,93-243-9524,stargrouplp.com
10060,Gabriel Brothers Inc,448140,,01-610-6882 - Archived Record,gabrielbrothers.info
10061,Hampton Roads Sanitation Dst,221320,,07-793-2770,hrsd.com
10062,Alstom Transportation Inc,541614,,08-018-6842,alstom.com
10063,Guitar Center Stores Inc,451140,811490,18-065-3912 - Archived Record,musicarts.com
10064,Acm Global Central Laboratory,541720,,08-024-0514 - Archived Record,acmgloballab.com
10065,Immuno Concepts Inc,325413,,03-827-1904,immunoconcepts.com
10066,Lone Star Bakery Inc,311813,311812,00-811-0322,lonestarbakery.com
10067,Perq/Hci LLC,511140,,00-510-4898 - Archived Record,srds.com
10068,Tandy Brands Accessories Inc,316998,454110,61-327-4133 - Archived Record,
10069,Mizkan America Inc,311942,311941,06-832-6164 - Archived Record,mizkan.com
10070,Wilson Learning Corporation,611430,561311,07-149-2599 - Archived Record,wilsonlearning.com
10071,Hydrochem LLC,238320,,10-267-3886 - Archived Record,
10072,Blu Homes Inc,321992,,83-009-4095 - Archived Record,
10073,Littelfuse Inc,335313,334419,00-521-2246,littelfuse.com
10074,API Heat Transfer Company,332410,,07-879-1497,apiheattransfer.com
10075,SEC Wholesale Distributor LLC,424990,,84-989-7710,secwholesale.com
10076,Ae Europe Holdings Inc,561599,,96-614-3260,courtsquare.com
10077,CB Travel Corp,561510,,06-333-5046 - Archived Record,
10078,Idaho Foot & Ankle Assoc PA,621391,,84-877-0699,idahofootandankle.com
10079,G A M Inc,532282,449210,13-965-1384,moviegallery.com
10080,Teledyne Flir LLC,334516,334511,09-129-6244,flir.com
10081,Drive Shack Inc,713910,,78-426-1401 - Archived Record,driveshack.com
10082,American Medical Association,813920,511120,00-521-2287 - Archived Record,amainsure.com
10083,Miller Castings Inc,331512,,07-621-5466,millercastings.com
10084,Cooper/T Smith Stevedoring Inc,488320,,04-449-7501,coopertsmith.com
10085,Clubcorp Club Operations Inc,713910,,96-689-4672 - Archived Record,privateclubsmag.com
10086,Dixon Valve & Coupling Co LLC,332912,423840,94-821-8102,dixonvalve.com
10087,Cim Audio Visual Inc,811211,443142,10-363-9993 - Archived Record,
10088,Homes For Ind Lving Wscnsin LL,623210,,79-601-4798,mypathcompanies.com
10089,Community Action Prtnr N Ala I,624210,624410,08-206-5335,capna.org
10090,Peace River Citrus Pdts Inc,111320,311421,78-479-8126,peacerivercitrus.com
10091,Universal Trlr Holdings Corp,532120,,13-782-6710 - Archived Record,
10092,Ultradent Products Inc,339114,,01-336-9913,ultradent.com
10093,Valhi Holding Company,325130,,82-971-8506 - Archived Record,
10094,RE Community Holdings II Inc,562920,,96-802-1746 - Archived Record,republicservices.com
10095,Greenbriar Equity Group LLC,488210,523910,01-412-1292 - Archived Record,greenbriarequity.com
10096,Stylus Transportation Corp,485320,,88-472-8551,stylusbus.com
10097,Armstrong Garden Centers Inc,444240,561730,08-904-2261,armstronggarden.com
10098,Varel Intl Enrgy Svcs Inc,333515,213111,82-826-9501 - Archived Record,varelmining.com
10099,St Joseph Health System,621610,561110,10-310-3370,stjhs.org
10100,Macquarie Infrastructure Corp,424720,488190,17-748-7654 - Archived Record,macquarie.com
10101,Carlsbad Irrigation District,926130,,06-897-0342 - Archived Record,
10102,Helping Hand For Rlief Dev Inc,624230,,78-581-7896,hhrd.org
10103,McMichael Mills Inc,313220,,80-884-1605,mcmichaelmills.com
10104,Everfast Inc,459130,,00-698-3464,calicocorners.com
10105,Eb Sav Inc,115114,311999,07-986-5024 - Archived Record,
10106,Edward Don & Company LLC,423210,423440,00-692-9814,don.com
10107,Legends Hospitality LLC,711190,,82-907-4587 - Archived Record,legends.net
10108,Baker Tilly Us LLP,541211,,07-616-1934,bakertilly.com
10109,Crossmark Inc,541613,,78-512-0247,crossmark.com
10110,Press Media Group Inc,519130,,08-050-9074 - Archived Record,
10111,Metropolitan Airports Comm,488119,,06-478-4267,metroairports.org
10112,Veterans Services Nevada Off,923140,,00-456-8429,veterans.nv.gov
10113,Carolina Sunrock LLC,212319,327320,12-226-3023 - Archived Record,thesunrockgroup.com
10114,R D Lee Farms Inc,111910,111219,06-022-2473,
10115,Rochester Midland Corporation,325612,322291,00-220-7041 - Archived Record,rochestermidland.com
10116,The American Humane Assn,813312,,06-972-1769 - Archived Record,americanhumane.org
10117,PA Acquisition Corp,453220,561990,00-832-5230 - Archived Record,partycity.com
10118,Rynone Manufacturing Corp,327991,321219,04-095-5569,rynone.com
10119,Autonation Inc,441110,,04-589-3054,autonation.com
10120,S & D Coffee Inc,311920,424490,00-317-3085,westrockcoffee.com
10121,Caseys General Stores Inc,445131,457120,02-201-0664,caseys.com
10122,Catalina Marketing Corporation,541870,,11-281-7440,catalina.com
10123,Madison Farms Butter Company,311512,,80-631-9281 - Archived Record,
10124,Fortune Management Company Inc,311811,446110,88-472-8684 - Archived Record,seafoodcity.com
10125,Eaton Electric Holdings LLC,335311,335313,60-275-5428,eaton.com
10126,Progressive Corporation,524126,524128,04-841-5509,progressive.com
10127,Father Bills & Mainspring Inc,624221,,80-234-7864,helpfbms.org
10128,Bo Bo Poultry Market Inc,112320,,78-050-4866 - Archived Record,
10129,Stilwell Area Development Auth,926130,,84-968-3313 - Archived Record,
10130,Valley Regional Transit,485111,,13-975-8973 - Archived Record,
10131,Clayco Inc,236210,,11-904-3008,claycorp.com
10132,Novanta Inc,335999,334510,78-780-3761,novanta.com
10133,Ergon Terminaling Inc,488310,,10-347-9205 - Archived Record,ergonterminaling.com
10134,Travel Impressions Ltd,561520,,07-750-3746 - Archived Record,
10135,New York Psychotherapy Center,621330,,07-852-3453 - Archived Record,
10136,Meridian Gold Inc,212220,212220,95-975-7030,yamana.com
10137,Harrison Gypsum LLC,212399,484121,00-746-6626 - Archived Record,
10138,Silver Springs Citrus Inc,312112,311411,03-285-1735 - Archived Record,
10139,Western Potatoes Inc,111211,424480,07-804-0466 - Archived Record,
10140,Public Utlity Dst 1 Dglas Cnty,221111,,04-133-1349,douglaspud.org
10141,Randstad Us LP,561320,561311,82-800-1367 - Archived Record,randstadusa.com
10142,Tenn Dept Labor Workforce Dev,926150,,87-855-6919 - Archived Record,
10143,Ruan Trnsp MGT Systems Inc,484121,532120,03-660-8552 - Archived Record,ruan.com
10144,United States Gypsum Company,327420,,00-521-2600,usg.com
10145,Central Parking Corporation,812930,,05-066-9670,spplus.com
10146,Grass Valley Usa LLC,334310,334210,96-576-7945 - Archived Record,
10147,Amalgamated Sugar Company LLC,311313,,00-907-6738,amalgamatedsugar.com
10148,Kan Pak LLC,311520,,00-918-4081 - Archived Record,kanpak.us
10149,Hardinge Holdings LLC,333515,333243,08-126-0616,
10150,Nsg Corporation,315280,315280,62-309-5825 - Archived Record,
10151,Wireco Wrldgroup US Hldngs Inc,332618,,82-816-2425,wireco.com
10152,May Institute Inc,623220,,08-158-2637 - Archived Record,
10153,Sodexo Remote Sites Partnr,722320,,61-982-2075,sodexo.com
10154,Southwest Texas Eqp Distrs Inc,423740,,62-239-8154 - Archived Record,
10155,Genie Holdings Inc,333923,,12-081-4178,genielift.com
10156,Citibank National Association,522110,522220,00-698-3704 - Archived Record,citigroup.com
10157,Absopure Water Company LLC,445299,424490,12-328-2923 - Archived Record,absopure.com
10158,Itsugar LLC,445292,459420,78-474-4786,itsugar.com
10159,Viterra USA LLC,111130,,06-108-1365,viterra.com
10160,Hartzell Pfo Inc,453910,,83-680-3049 - Archived Record,
10161,Law Enforcement & Criminal Jst,922190,,87-807-3980 - Archived Record,
10162,Walmart Inc,455110,455219,05-195-7769,corporate.walmart.com
10163,Star Cutter Co,333515,332812,00-532-0015,starcutter.com
10164,Ross Consolidated Corp,562213,484110,04-841-5665,rossenvironmental.com
10165,Metso Outotec USA Inc,333243,333131,80-154-2994,mogroup.com
10166,Pinnacle Oil Holdings LLC,324191,424720,96-474-8318 - Archived Record,pinnacleoil.com
10167,B&C Holding Company LLC,484220,484121,83-122-1580,wdtmilk.com
10168,Cummings Foundation Inc,623312,531312,61-032-2836,cummingsfoundation.org
10169,Surefire LLC,335139,335999,09-757-5849,surefire.com
10170,Corportion For Spportive Hsing,721310,,88-344-0844,csh.org
10171,Masonic Vllges of The Grnd Ldg,623312,,80-433-3771,masonicvillages.org
10172,Nammo Defense Systems Inc,336415,332993,02-013-2502,nammotalley.com
10173,Aees Inc,334419,,83-116-7932 - Archived Record,
10174,Southeast Ala Rur Hlth Assoc,621399,,16-090-4470 - Archived Record,
10175,Clear Springs Foods Inc,112511,311119,04-283-4200 - Archived Record,clearsprings.com
10176,Stone Industries Inc,212313,423320,08-566-1510,braenstone.com
10177,Carlisle Interconnect Tech Inc,334419,332618,96-367-4986,carlisleit.com
10178,Vectra Co,325180,,55-686-9238,vectraco.com
10179,CSX Corporation,482111,,03-977-5119,csx.com
10180,Jackson Hewitt Inc,541213,522291,18-763-1304,jacksonhewitt.com
10181,W K Kellogg Foundation,813319,,02-088-3880 - Archived Record,wkkf.org
10182,Dwyer Group LLC,444190,,96-866-6151 - Archived Record,
10183,Sunline Transit Agency,485210,,08-737-8915 - Archived Record,
10184,Exterran Inc,532412,423830,05-109-9141 - Archived Record,exterran.com
10185,Landis+gyr LLC,334515,,00-510-5408 - Archived Record,landisgyr.com
10186,Swarovski US Holding Limited,339910,327215,60-576-1089,swarovski.com
10187,Eldorado National Cal Inc,336120,,55-643-9917,eldorado-ca.com
10188,Paycor Inc,541214,,61-542-1385,paycor.com
10189,Stewart Enterprises Inc,812210,423850,05-501-6943,stewartenterprises.com
10190,Austin White Lime Company,327410,325180,00-811-0850,austinwhitelime.net
10191,J M Smucker Company,311421,311999,00-446-1406,jmsmucker.com
10192,Quikrete Companies LLC,327999,327120,00-430-0406 - Archived Record,
10193,Wtw Delaware Holdings LLC,541612,,83-315-3732,wtwco.com
10194,NTS Technical Systems,541380,541611,06-381-8587 - Archived Record,
10195,Step Up For Students Inc,611710,,11-904-3276,stepupforstudents.org
10196,Young Innovations Inc,339114,,00-419-3103,ydnt.com
10197,Matco Tools Corporation,444130,423710,82-945-0634 - Archived Record,
10198,Musical Arts Association,711130,531120,01-084-7978,clevelandorchestra.com
10199,Kingsbridge Holdings LLC,532420,532412,62-717-4795,kingsbridgeholdings.com
10200,Mega Brands America Inc,339930,,06-204-7550,megabrands.com
10201,Atlantic City Linen Supply LLC,812320,,15-741-6132,aclinen.com
10202,United Biosource LLC,541714,,14-882-9208 - Archived Record,ubc.com
10203,Equity Residential,531110,,80-562-1927 - Archived Record,
10204,Simon Property Group Inc,531110,531312,80-835-9012,simon.com
10205,PSC Holdings II LP,562212,541618,96-850-5235 - Archived Record,hydrochempsc.com
10206,Buck Global LLC,541612,523940,03-322-7695,buck.com
10207,Pharmavite LLC,325411,325412,05-389-0000,pharmavite.com
10208,Morgane Le Fay Inc,448130,315240,10-326-4842 - Archived Record,
10209,Iqvia Holdings Inc,541715,,83-283-1783,iqvia.com
10210,Itc Services Inc,115113,,06-532-1365 - Archived Record,
10211,Progress Lighting Inc,335131,335132,18-816-8124,hubbell.com
10212,Material Delivery Inc,444190,423320,61-214-7736 - Archived Record,
10213,AmeriGas Propane Inc,454310,,93-308-4212 - Archived Record,amerigas.com
10214,Du Bois Inc,532281,448120,02-324-5442 - Archived Record,
10215,Burlington Nthrn Santa Fe LLC,482111,,92-782-4730,bnsf.com
10216,Linde Gas North America LLC,325120,,80-556-8339 - Archived Record,linde-healthcare.us
10217,Hidden Valley Golf and Ski Inc,713920,,07-197-6278 - Archived Record,
10218,Chicago Faucet Company,332913,,00-510-5572 - Archived Record,chicagofaucets.com
10219,Biospacific Inc,325413,,19-772-1129 - Archived Record,
10220,Adirondack Transit Lines Inc,485510,,00-891-6033,westernunion.com
10221,Clearwater Paper Corporation,322130,322120,78-243-7318,clearwaterpaper.com
10222,Herzog Supply Co Inc,444120,444140,00-891-6041,herzogs.com
10223,Idaho Timber LLC,113210,,09-467-7994,idahotimber.com
10224,Tennessee Gas Pipeline Co LLC,486210,,00-193-9164 - Archived Record,
10225,Rdj Holdings Inc,811122,,60-238-0172 - Archived Record,ever-readyglass.com
10226,Unitedhealth Group Inc,524114,,11-287-1561,unitedhealthgroup.com
10227,North Collins Game Farms Inc,112390,,04-256-6083,
10228,Northstar Group Services Inc,238910,562910,18-140-5994 - Archived Record,
10229,Konica Mnolta Holdings USA Inc,423690,423420,13-825-6677,konicaminolta.us
10230,Opp Liquidating Company Inc,322291,322120,06-312-1057,orchidspaper.com
10231,Golf Management Solutions LLC,711219,,16-884-7619,golfthevillages.com
10232,Carter Center Inc,813940,712110,15-773-8295,cartercenter.org
10233,Whitsons Food Service LLC,722310,,62-153-9790,whitsons.com
10234,Advent International Corp,525990,,13-085-0480,adventinternational.com
10235,Starfire Holding Corporation,336510,488210,07-310-3384,ielp.com
10236,Marubeni America Corporation,424310,423830,00-167-0876,marubeniamerica.com
10237,Pvh Neckwear Inc,315990,,00-220-7561 - Archived Record,pvh.com
10238,Harlan Bakeries LLC,424490,311812,82-928-9813,harlanfoods.com
10239,Old Ladder Co,332323,326199,19-503-7783,ilscoextrusions.com
10240,Neeb Kearney & Company LLC,488320,493120,04-728-8949 - Archived Record,
10241,Brookover Feed Yards Inc,112112,,03-124-2126 - Archived Record,brookover.com
10242,Seymour Midwest LLC,332216,,80-964-7225 - Archived Record,
10243,Kinetic Concepts Inc,339113,,08-313-9394 - Archived Record,veraflo.com
10244,Lg Elctrnics Vhcl Cmpnnts USA,336320,,08-083-1657,lg.com
10245,Saran Industries LLC,332811,811310,07-959-7288 - Archived Record,
10246,Kerry Holding Co,311225,311514,10-192-3303,kerry.com
10247,Make-A-Wish Foundation America,624110,,62-475-9932,wish.org
10248,Lsg Sky Chefs Usa Inc,722320,454210,15-467-9252 - Archived Record,lsgskychefs.com
10249,Cheesecake Factory Inc,722511,311812,79-435-1783,thecheesecakefactory.com
10250,Swanson Group Inc,321113,321212,00-902-3474,swansongroup.biz
10251,Lide Industries LLC,336992,332313,00-805-7445,permianlide.com
10252,Utility Trailer Sales Ida Inc,441228,,03-124-2154 - Archived Record,
10253,Gaming Capital Group LLC,812199,424120,78-377-9130,gamingcapitalgroup.com
10254,Martin-Brower Company LLC,424420,424130,05-786-1650,martinbrower.com
10255,Troutlodge Inc,112511,,07-573-3204,troutlodge.com
10256,Republic National Cabinet Corp,337110,,10-036-6967 - Archived Record,
10257,Agiliti Health Inc,532283,,02-286-9937 - Archived Record,agilitihealth.com
10258,Kittrich Corporation,337920,314120,09-253-1409,kittrich.com
10259,Roper Corporation,335220,335210,19-729-1941 - Archived Record,performanceptsm.com
10260,Parsons Corporation,237990,237310,03-086-6545 - Archived Record,
10261,PSC Holdings I LP,562111,,82-757-2541 - Archived Record,hydrochempsc.com
10262,Adecco Usa Inc,561320,561311,06-161-8492 - Archived Record,adeccogroupna.com
10263,Jimco Lamp & Manufacturing Co,335131,449129,00-703-7831,jimcolamp.com
10264,Premium Trnsp Staffing Inc,541213,561330,95-605-4472,premiumdrivers.com
